source,match,set,rally_id,rally,ball_round,rally_length,player,shot_type,raw_shot_type,terminal_reason,getpoint_player,landing_x,landing_y,contact_x,contact_y,recovery_x,recovery_y,opponent_x,opponent_y,landing_area,player_location_area,opponent_location_area
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally13,13,8,13,A,net shot,放小球,,,0.0012364530745930134,1.606854741456786,-1.5459282858960526,-3.1125400401400074,-0.5428853229600236,-3.9333177984021455,-0.8143858599115654,5.643523013856504,7,8,9
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally13,13,9,13,B,lob,挑球,,,-1.1978873991111036,5.247855962024589,0.0012364530745930134,-1.606854741456786,0.11338671961580617,-3.6967649809128655,-0.5428853229600236,3.9333177984021455,8,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally13,13,10,13,A,drop,切球,,,-1.668923358489869,1.9680662532285351,-1.1978873991111036,-5.247855962024589,-1.187010947557645,-4.8678807674395195,0.11338671961580617,3.6967649809128655,2,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally13,13,11,13,B,lob,挑球,,,1.0861177089820553,5.844335031333213,-1.668923358489869,-1.9680662532285351,0.18338821893053944,-3.5286861834799015,-1.187010947557645,4.8678807674395195,9,6,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally13,13,12,13,A,drop,切球,,,1.5809515740328581,3.1005614105070545,1.0861177089820553,-5.844335031333213,0.651022626763049,-5.445652960052335,0.18338821893053944,3.5286861834799015,5,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally13,13,13,13,B,net shot,放小球,touched the net,A,1.6597148442721024,-0.36738081035486203,1.5809515740328581,-3.1005614105070545,,,0.651022626763049,5.445652960052335,1,5,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,1,25,A,long service,發長球,,,-0.9541986833301932,5.761992133051694,0.08927756580508503,-2.701844977889352,-0.3832455762925901,-4.142352186552776,-0.8915685051061184,4.677054468228536,9,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,2,25,B,smash,殺球,,,-1.9165447940190636,3.8586954803490086,-0.9541986833301932,-5.761992133051694,-0.6648868912475817,-4.891023526317425,-0.3832455762925901,4.142352186552776,5,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,3,25,A,return net,擋小球,,,-1.5112225570047542,1.515454572743384,-1.9165447940190636,-3.8586954803490086,-0.6922446957662003,-3.777470489333897,-0.6648868912475817,4.891023526317425,2,5,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,4,25,B,push,推球,,,1.69656784746703,5.911700034187023,-1.5112225570047542,-1.515454572743384,0.31296846446956733,-3.6273582914880054,-0.6922446957662003,3.777470489333897,4,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,5,25,A,drop,切球,,,1.5313026447235556,2.1787794716859548,1.69656784746703,-5.911700034187023,0.7129257742216477,-5.063184136465553,0.31296846446956733,3.6273582914880054,1,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,6,25,B,net shot,放小球,,,1.767349493742058,0.9404071531936496,1.5313026447235556,-2.1787794716859548,0.9783484645335994,-2.6898955664378428,0.7129257742216477,5.063184136465553,2,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,7,25,A,lob,挑球,,,-1.452532468016031,5.6518785946712145,1.767349493742058,-0.9404071531936496,-0.0022373465144047877,-3.187632933014038,0.9783484645335994,2.6898955664378428,4,2,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,8,25,B,clear,長球,,,-1.014834368585088,5.806892397574798,-1.452532468016031,-5.6518785946712145,0.034115560680655924,-4.850830773807568,-0.0022373465144047877,3.187632933014038,9,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,9,25,A,smash,殺球,,,-1.556232986937648,4.113629723337023,-1.014834368585088,-5.806892397574798,-1.3619602215401498,-4.864830469675094,0.034115560680655924,4.850830773807568,6,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,10,25,B,return net,擋小球,,,-1.1240609689458603,1.426383809894002,-1.556232986937648,-4.113629723337023,-0.42983814927799113,-3.671039675274166,-1.3619602215401498,4.864830469675094,7,8,5
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,11,25,A,push,推球,,,-1.2128160127065184,4.990417239802932,-1.1240609689458603,-1.426383809894002,-0.5232523444608205,-3.1296321082249765,-0.42983814927799113,3.671039675274166,8,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,12,25,B,smash,殺球,,,-1.448867974488835,3.511849266885519,-1.2128160127065184,-4.990417239802932,-0.8011594872598735,-5.317757465327534,-0.5232523444608205,3.1296321082249765,5,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,13,25,A,return net,擋小球,,,-0.9856618857856356,1.8838501304567685,-1.448867974488835,-3.511849266885519,-0.9829301910175653,-3.6710106984361417,-0.8011594872598735,5.317757465327534,7,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,14,25,B,lob,挑球,,,1.4895575490872406,6.25018127921994,-0.9856618857856356,-1.8838501304567685,0.40541538103017266,-3.5926473864984954,-0.9829301910175653,3.6710106984361417,4,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,15,25,A,drop,切球,,,-1.218016399653468,2.6148938398538633,1.4895575490872406,-6.25018127921994,0.5531603908441032,-5.499312784317555,0.40541538103017266,3.5926473864984954,8,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,16,25,B,net shot,放小球,,,-0.13592472286719803,0.9103458093512887,-1.218016399653468,-2.6148938398538633,-0.4234017392795737,-3.5707119165189876,0.5531603908441032,5.499312784317555,7,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,17,25,A,net shot,放小球,,,0.18806200394245773,0.47081356796452517,-0.13592472286719803,-0.9103458093512887,0.10261873014933744,-1.401104190883336,-0.4234017392795737,3.5707119165189876,7,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,18,25,B,lob,挑球,,,-1.1237918020731719,5.414308907773564,0.18806200394245773,-0.47081356796452517,0.12154405885303592,-3.596602594946055,0.10261873014933744,1.401104190883336,8,7,7
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,19,25,A,smash,殺球,,,-1.3754477679796382,3.7506362117352983,-1.1237918020731719,-5.414308907773564,-1.2421040599289674,-4.759612233023989,0.12154405885303592,3.596602594946055,6,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,20,25,B,return net,擋小球,,,-1.273596145340909,1.3790909507215325,-1.3754477679796382,-3.7506362117352983,-0.1703448995536134,-3.499995343992311,-1.2421040599289674,4.759612233023989,1,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,21,25,A,push,推球,,,-1.7921697235700627,5.240857265304521,-1.273596145340909,-1.3790909507215325,-0.7296273082760782,-3.224866306154375,-0.1703448995536134,3.499995343992311,6,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,22,25,B,clear,長球,,,-1.6403846744246262,5.516012602265512,-1.7921697235700627,-5.240857265304521,-0.5946811436907135,-4.293672762666037,-0.7296273082760782,3.224866306154375,5,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,23,25,A,drop,切球,,,-1.9052287872675429,1.6349844284776982,-1.6403846744246262,-5.516012602265512,-0.732368166603977,-4.44990614099768,-0.5946811436907135,4.293672762666037,2,3,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,24,25,B,net shot,放小球,,,0.8089004629494724,0.838088170349281,-1.9052287872675429,-1.6349844284776982,-0.2584572210824188,-2.9881006705464888,-0.732368166603977,4.44990614099768,7,6,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally14,14,25,25,A,net shot,放小球,opponent ball landed,A,1.3729969814709397,1.1653545303384278,0.8089004629494724,-0.838088170349281,,,-0.2584572210824188,2.9881006705464888,1,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,1,30,A,long service,發長球,,,0.9081363131836149,5.620969147645123,-0.24998542595129397,-2.504780790535275,-0.10625871495972225,-4.095309154729836,0.9921402568346482,4.62035857670679,9,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,2,30,B,smash,殺球,,,-1.2422636482225244,3.515336188498895,0.9081363131836149,-5.620969147645123,0.16735537066987774,-4.756189683706751,-0.10625871495972225,4.095309154729836,8,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,3,30,A,return net,擋小球,,,-1.3738107450824228,1.475341700802148,-1.2422636482225244,-3.515336188498895,-0.4702076487200315,-3.3782097604107135,0.16735537066987774,4.756189683706751,2,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,4,30,B,lob,挑球,,,1.5822784970309993,5.796849382157625,-1.3738107450824228,-1.475341700802148,0.3206328897891835,-3.627251607955584,-0.4702076487200315,3.3782097604107135,4,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,5,30,A,drop,切球,,,0.32762327901146826,3.0145191408990133,1.5822784970309993,-5.796849382157625,0.40574423155379724,-4.68146245966879,0.3206328897891835,3.627251607955584,8,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,6,30,B,net shot,放小球,,,-1.3097271812395526,0.891806137560321,0.32762327901146826,-3.0145191408990133,-0.28348796225535217,-2.7785277320956787,0.40574423155379724,4.68146245966879,1,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,7,30,A,lob,挑球,,,-0.796615154918949,5.496177056248601,-1.3097271812395526,-0.891806137560321,-0.4552417063163374,-3.7306562091835094,-0.28348796225535217,2.7785277320956787,8,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,8,30,B,smash,殺球,,,-1.7498428442203189,3.306924697316329,-0.796615154918949,-5.496177056248601,-0.4356544806513309,-4.9800302313752125,-0.4552417063163374,3.7306562091835094,5,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,9,30,A,return net,擋小球,,,-1.632799801256135,1.3644367305962612,-1.7498428442203189,-3.306924697316329,-0.670440072247795,-3.028991786843943,-0.4356544806513309,4.9800302313752125,2,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,10,30,B,lob,挑球,,,-1.280878007347282,4.758937914451702,-1.632799801256135,-1.3644367305962612,-0.4988042443020019,-3.1299468675680786,-0.670440072247795,3.028991786843943,5,2,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,11,30,A,smash,殺球,,,-0.34827361023514836,3.4011718439004546,-1.280878007347282,-4.758937914451702,-1.2825408274159265,-4.812490166882837,-0.4988042443020019,3.1299468675680786,8,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,12,30,B,return net,擋小球,,,0.5800910648518627,2.903434445395288,-0.34827361023514836,-3.4011718439004546,0.7517271978564791,-3.853288985236796,-1.2825408274159265,4.812490166882837,8,8,5
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,13,30,A,push,推球,,,-0.9624110914149697,3.778028433092303,0.5800910648518627,-2.903434445395288,-0.18051293373927027,-3.5332556657008123,0.7517271978564791,3.853288985236796,8,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,14,30,B,wrist smash,點扣,,,0.017350264351986597,3.840502427305293,-0.9624110914149697,-3.778028433092303,-0.3046093778540034,-3.998903321581132,-0.18051293373927027,3.5332556657008123,8,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,15,30,A,return net,擋小球,,,-0.4852479968061795,1.1930955845830469,0.017350264351986597,-3.840502427305293,-0.3244609115003828,-3.937040830433536,-0.3046093778540034,3.998903321581132,7,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,16,30,B,lob,挑球,,,1.618977581752013,5.966954936778463,-0.4852479968061795,-1.1930955845830469,0.43965967853213367,-3.3562027764089444,-0.3244609115003828,3.937040830433536,4,7,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,17,30,A,clear,長球,,,1.9343172414110474,5.519340861920131,1.618977581752013,-5.966954936778463,0.6047573754367561,-4.420353001313581,0.43965967853213367,3.3562027764089444,5,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,18,30,B,clear,長球,,,-1.2845083097343482,5.191583878702954,1.9343172414110474,-5.519340861920131,0.3938173134266721,-4.938302725590267,0.6047573754367561,4.420353001313581,5,3,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,19,30,A,clear,長球,,,-1.7168860245619235,4.2127136858150624,-1.2845083097343482,-5.191583878702954,-0.3975057078105537,-4.66752852009137,0.3938173134266721,4.938302725590267,6,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,20,30,B,clear,長球,,,-0.6564248033462329,5.148004683284623,-1.7168860245619235,-4.2127136858150624,-0.1737700271511293,-4.478819484721739,-0.3975057078105537,4.66752852009137,8,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,21,30,A,clear,長球,,,-1.5849927471917657,5.025945924543705,-0.6564248033462329,-5.148004683284623,-0.4888513586765655,-4.1924594315272445,-0.1737700271511293,4.478819484721739,6,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,22,30,B,clear,長球,,,-1.8136966638368053,4.964814478375711,-1.5849927471917657,-5.025945924543705,-0.54601181118245,-4.515452665527079,-0.4888513586765655,4.1924594315272445,5,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,23,30,A,clear,長球,,,-1.5607667465437114,5.357691402233906,-1.8136966638368053,-4.964814478375711,-0.6465866833483191,-4.504130699273715,-0.54601181118245,4.515452665527079,6,5,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,24,30,B,drop,切球,,,-1.4202214001384215,1.7390208775891365,-1.5607667465437114,-5.357691402233906,-0.9553348588208306,-5.01753829309248,-0.6465866833483191,4.504130699273715,1,4,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,25,30,A,lob,挑球,,,-1.083984653442798,5.110568681798405,-1.4202214001384215,-1.7390208775891365,-0.7162026282322094,-3.5242146741226335,-0.9553348588208306,5.01753829309248,8,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,26,30,B,smash,殺球,,,-1.6607554704816083,3.8630499856685376,-1.083984653442798,-5.110568681798405,-1.1339851144113309,-5.1415487304009195,-0.7162026282322094,3.5242146741226335,5,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,27,30,A,return net,擋小球,,,-1.6124434337349043,1.0933395420077006,-1.6607554704816083,-3.8630499856685376,-0.8131672865339921,-3.673886440058416,-1.1339851144113309,5.1415487304009195,2,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,28,30,B,push,推球,,,0.9784128903943824,4.744741495343519,-1.6124434337349043,-1.0933395420077006,-0.5047974435795841,-2.711107805308452,-0.8131672865339921,3.673886440058416,8,2,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,29,30,A,clear,長球,,,0.16823292725883335,3.4952638371083524,0.9784128903943824,-4.744741495343519,0.21589556786732972,-5.272727634303243,-0.5047974435795841,2.711107805308452,8,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally15,15,30,30,B,smash,殺球,opponent ball landed,B,-2.048601620261197,4.2177272646596045,0.16823292725883335,-3.4952638371083524,,,0.21589556786732972,5.272727634303243,5,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally16,16,1,12,B,long service,發長球,,,1.3768723891896937,6.190733029638567,-0.1395690064538546,-3.4995652616344888,0.464666374810184,-3.7250988956381716,0.6560079921605888,4.056682572471633,4,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally16,16,2,12,A,smash,殺球,,,2.0099831179519674,3.334170414950748,1.3768723891896937,-6.190733029638567,0.7933722583522468,-5.173444470223758,0.464666374810184,3.7250988956381716,5,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally16,16,3,12,B,defensive return lob,防守回挑,,,-1.115792579005816,5.861513352579825,2.0099831179519674,-3.334170414950748,-0.031838858353127664,-3.464357144259201,0.7933722583522468,5.173444470223758,9,5,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally16,16,4,12,A,drop,切球,,,-1.373829550540206,2.864337874125806,-1.115792579005816,-5.861513352579825,-0.5571221536296048,-5.040955463232305,-0.031838858353127664,3.464357144259201,6,9,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally16,16,5,12,B,lob,挑球,,,1.562366341973018,5.796494975340066,-1.373829550540206,-2.864337874125806,0.47230752845821566,-3.7249928508274053,-0.5571221536296048,5.040955463232305,4,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally16,16,6,12,A,drop,切球,,,1.4645935870940194,2.753577256511536,1.562366341973018,-5.796494975340066,0.7283338007016615,-4.847505817756263,0.47230752845821566,3.7249928508274053,5,8,8
ShuttleSet22,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals,3,Akane_YAMAGUCHI_CHEN_Yu_Fei_BWF_World_Championships_2022_Finals__set3__rally16,16,7,12,B,push,推球,,,0.38639067254457893,3.7957875135528325,1.4645935870940194,-2.753577256511536,0.8794023592366084,-3.3839641682224975,0.7283338007016615,4.847505817756263,8,8,8
